original_text,cleaned_text,rating,sentiment,text_length
sosmed terbaik🤙👍👍👍👍👍,sosmed terbaik,5,positive,14
bagus Aplikasi ini,bagus aplikasi ini,4,positive,18
bagusss sekaliii omgg,bagusss sekaliii omgg,2,negative,21
tasem bintang 5,tasem bintang,5,positive,13
sangat berguna,sangat berguna,5,positive,14
hmmm... sangat luar biasa bisa posting dan promosi produk digital. tapi kenapa ada batasan kata di bagian bio,hmmm sangat luar biasa bisa posting dan promosi produk digital tapi kenapa ada batasan kata di bagian bio,5,positive,105
"mohon di perbaiki, fitur live kenapa tidak ada",mohon di perbaiki fitur live kenapa tidak ada,1,negative,45
pertahankan performa,pertahankan performa,4,positive,20
ig tolong aku dong masa aku gak bisa login ke akun ig aku yg namanya fransisko_octavian_pratama padahal pw aku udah bener soalnya HP aku habis kena maling pleaseee dong bantu balikin akun aku dan nomor HP aku juga ke bawa jadinya pleaseee bantu aku dong ig my ig account was hacked his name is fransisko_octavian_pratama please help me get it back ig,ig tolong aku dong masa aku gak bisa login ke akun ig aku yg namanya fransisko octavian pratama padahal pw aku udah bener soalnya hp aku habis kena maling pleaseee dong bantu balikin akun aku dan nomor hp aku juga ke bawa jadinya pleaseee bantu aku dong ig my ig account was hacked his name is fransisko octavian pratama please help me get it back ig,5,positive,350
"semangat,, semoga tambah baik kedepannya 👍👍👍👍👍",semangat semoga tambah baik kedepannya,5,positive,38
Instagram oke 👍,instagram oke,5,positive,13
Mengapa tidak bisa login??,mengapa tidak bisa login,5,positive,24
"Bukan seleb bukan juga arts, tapi knp auplod yg video panjang susah sekali itu buat pribadi loh gimana si inih klo gk kuat nampung gak ush bikin app lah mangkin kesinih bukan bagus berkualitas malah mangkin lemot app huh..",bukan seleb bukan juga arts tapi knp auplod yg video panjang susah sekali itu buat pribadi loh gimana si inih klo gk kuat nampung gak ush bikin app lah mangkin kesinih bukan bagus berkualitas malah mangkin lemot app huh,1,negative,219
"suka ngeban akun ga jelas, akun ga knapaa kenapa tiba tiba ditangguhkan aneh banget ni apk",suka ngeban akun ga jelas akun ga knapaa kenapa tiba tiba ditangguhkan aneh banget ni apk,1,negative,89
Sangatlah memuaskan,sangatlah memuaskan,5,positive,19
sangat memuaskan,sangat memuaskan,5,positive,16
Mudah cara postingnya. Tapi perlu pelajaran lagi utk bisa optimasinya,mudah cara postingnya tapi perlu pelajaran lagi utk bisa optimasinya,5,positive,68
pengingat momen penting,pengingat momen penting,5,positive,23
"Instagram adalah aplikasi yang kuat untuk berbagi foto dan video, terhubung dengan orang lain, dan mengekspresikan diri. Namun, penting untuk menggunakan Instagram secara bertanggung jawab dan menyadari potensi dampak negatifnya. Pengguna perlu berhati-hati tentang konten yang mereka bagikan, berinteraksi dengan orang lain, dan membatasi waktu yang mereka habiskan di platform untuk menjaga kesehatan mental.",instagram adalah aplikasi yang kuat untuk berbagi foto dan video terhubung dengan orang lain dan mengekspresikan diri namun penting untuk menggunakan instagram secara bertanggung jawab dan menyadari potensi dampak negatifnya pengguna perlu berhati hati tentang konten yang mereka bagikan berinteraksi dengan orang lain dan membatasi waktu yang mereka habiskan di platform untuk menjaga kesehatan mental,5,positive,402
terimakasih,terimakasih,5,positive,11
sangat ciamik aplikasi ini,sangat ciamik aplikasi ini,5,positive,26
"makin jelek, knp jadi gak bisa live? harus 1000 pengikut dulu baru bisa live.. padahal kemarin bisa",makin jelek knp jadi gak bisa live harus pengikut dulu baru bisa live padahal kemarin bisa,1,negative,90
aku suka fitur ig keren semua,aku suka fitur ig keren semua,5,positive,29
Apk ini sangat sangat bagus kalian harus downlod apk ini,apk ini sangat sangat bagus kalian harus downlod apk ini,1,negative,56
Kenapa fitur kuis di Ig story nggak ada lagi?,kenapa fitur kuis di ig story nggak ada lagi,1,negative,44
ig nya aneh,ig nya aneh,1,negative,11
"saya sangat senang dengan aplikasinya...TDK ad masalah bagi saya... asal kalau ada efek atau video baru cepat di respon,,, itu saja",saya sangat senang dengan aplikasinya tdk ad masalah bagi saya asal kalau ada efek atau video baru cepat di respon itu saja,5,positive,123
"Instagram sya kenap d tangguhkan pada hal udah lama banget , ajukan banding juga percuma ga bisa d pulihkan, bikin akun baru juga sama d tangguhkan , mohon di perbaiki lagi sistem nya .",instagram sya kenap d tangguhkan pada hal udah lama banget ajukan banding juga percuma ga bisa d pulihkan bikin akun baru juga sama d tangguhkan mohon di perbaiki lagi sistem nya,1,negative,178
kenapa ig ini apknya gbisa kebuka,kenapa ig ini apknya gbisa kebuka,5,positive,33
"Musik di bio ilang, pdhal di akun lain masih ada",musik di bio ilang pdhal di akun lain masih ada,4,positive,47
"ig kenapa sih? akun ku ke blokir semua!! buat lagi ke blok lagi, padahal aku ga ada posting apa' sedih tau akun udah di rawat followers udah banyak malah ke blokir",ig kenapa sih akun ku ke blokir semua buat lagi ke blok lagi padahal aku ga ada posting apa sedih tau akun udah di rawat followers udah banyak malah ke blokir,1,negative,158
seru bgt uyy,seru bgt uyy,5,positive,12
"DEAR INSTAGRAM KENAPA SEKRANG FITUR NYA BANYAK MENGALAMI BUG TIDAK JELAS DAN TIDAK BERFUNGSI, SANGAT MERUGIKAN",dear instagram kenapa sekrang fitur nya banyak mengalami bug tidak jelas dan tidak berfungsi sangat merugikan,1,negative,109
tolong di hidupin lagi fitur live di ig,tolong di hidupin lagi fitur live di ig,1,negative,39
"tidak bisa login,udah di coba berakli² padal sandi sudah benar,knp ini ..",tidak bisa login udah di coba berakli padal sandi sudah benar knp ini,1,negative,69
apk sangat bagus saya suka,apk sangat bagus saya suka,5,positive,26
bagus banget filter nya juga banyak banget ehehe,bagus banget filter nya juga banyak banget ehehe,5,positive,48
baguss bgtt,baguss bgtt,4,positive,11
Alhamdulillah,alhamdulillah,5,positive,13
Ini sangat aneh,ini sangat aneh,1,negative,15
Hobi ig sekarang Hapus postingan dan blokir terus ko ya??,hobi ig sekarang hapus postingan dan blokir terus ko ya,4,positive,55
ini instagram knpa ya pas saya mau buat instastory gabisa ada tulisan maaf ada kesalahan?,ini instagram knpa ya pas saya mau buat instastory gabisa ada tulisan maaf ada kesalahan,2,negative,88
kebanyakan video dewasa,kebanyakan video dewasa,1,negative,23
sengaja kasih bintang 5 supaya di baca kenapa sih ig ga bisa buat ig pas hp nya ke riset skrng awas klo smpe ga bisa,sengaja kasih bintang supaya di baca kenapa sih ig ga bisa buat ig pas hp nya ke riset skrng awas klo smpe ga bisa,5,positive,114
"ko akun saya sering ke log out sendiri yaa padahal ga ada pengguna lain cuma saya,, ini Instagram lagi error atau gimana sii",ko akun saya sering ke log out sendiri yaa padahal ga ada pengguna lain cuma saya ini instagram lagi error atau gimana sii,1,negative,122
Instagram mmng kren......,instagram mmng kren,4,positive,19
aplikasinya bagus,aplikasinya bagus,5,positive,17
Instagram ini bagus dan lengkap cuman mohon balikin filter JJ nya itu aja sih thanks 🫶🏻,instagram ini bagus dan lengkap cuman mohon balikin filter jj nya itu aja sih thanks,5,positive,84
Sangat baik,sangat baik,4,positive,11
"gabisa scroll, gabisa cari teman, kocak!!!",gabisa scroll gabisa cari teman kocak,1,negative,37
bagus bisa membuat video🥰🥰🥰🥰🥰🥰😍😍😍🤗🤗,bagus bisa membuat video,5,positive,24
G bsaa di bukaaaa,g bsaa di bukaaaa,4,positive,17
"Plis ya met, kalau buat fitur jangan yang terlalu kreatif sampe jadinya freak gini deh. Masa nggak follow orang tapi storynya muncul di beranda, mentang-mentang ada beberapa mutualan yg sama dan ""seseorang yang mungkin anda kenal"". Iya emang kenal tapi gamau berinteraksi sama tuh orang, cukup tampilin akunnya aja sih gausah sekalian storynya, NTAR DIKIRA STALKING JIRLAH. Kecewa berad gua sama fitur ga guna gini 💔💔💔💔",plis ya met kalau buat fitur jangan yang terlalu kreatif sampe jadinya freak gini deh masa nggak follow orang tapi storynya muncul di beranda mentang mentang ada beberapa mutualan yg sama dan seseorang yang mungkin anda kenal iya emang kenal tapi gamau berinteraksi sama tuh orang cukup tampilin akunnya aja sih gausah sekalian storynya ntar dikira stalking jirlah kecewa berad gua sama fitur ga guna gini,2,negative,405
sangat bagus,sangat bagus,5,positive,12
"knp beberapa hari ini klo bikin cerita selalu ilang ya gak tersimpan pas mau di buat sorotan ternyata pas bkin story slm 24 jam itu ilang g bisa di taro di sorotan, mkin gak nyaman deh jgn ganti² fitur donk",knp beberapa hari ini klo bikin cerita selalu ilang ya gak tersimpan pas mau di buat sorotan ternyata pas bkin story slm jam itu ilang g bisa di taro di sorotan mkin gak nyaman deh jgn ganti fitur donk,5,positive,201
tolong diperbaiki fitur live nya masak harus 1000 followers mohon diperbaiki lagi fitur live nya Instagram,tolong diperbaiki fitur live nya masak harus followers mohon diperbaiki lagi fitur live nya instagram,5,positive,101
"tolong aplikasi nya di perhatikan lagi, akun saya tbtb keluar(logout) sendiri, saya sudah coba login berkali kali walaupun ga ingat kata sandi tapi email no masih aktif tapi ttp saja sulit untuk login apalagi sudah benar memasukan kode pemulihan malah ttp gak bisa, kalau kayak gini sulit login minta tolong akun yang sudah tidak aktif/ada foto pribadi di hapus saja, saya masih kecewa karena ga bisa login karena tujuan saya mau hapus postingan dan foto profil",tolong aplikasi nya di perhatikan lagi akun saya tbtb keluar logout sendiri saya sudah coba login berkali kali walaupun ga ingat kata sandi tapi email no masih aktif tapi ttp saja sulit untuk login apalagi sudah benar memasukan kode pemulihan malah ttp gak bisa kalau kayak gini sulit login minta tolong akun yang sudah tidak aktif ada foto pribadi di hapus saja saya masih kecewa karena ga bisa login karena tujuan saya mau hapus postingan dan foto profil,1,negative,456
akun nya di suruh ajukan banding kenpa yaa tolongin dong,akun nya di suruh ajukan banding kenpa yaa tolongin dong,1,negative,56
sangat bagus,sangat bagus,5,positive,12
Saya sangat menyukainya,saya sangat menyukainya,5,positive,23
"gabisa ganti umur, padahal salah masukin tahun kelahiran , penjelasannya juga tidak jelas",gabisa ganti umur padahal salah masukin tahun kelahiran penjelasannya juga tidak jelas,2,negative,86
Bagus sih ada galau galau nya,bagus sih ada galau galau nya,5,positive,29
hbs di upgrade gabisa buat posting ulang,hbs di upgrade gabisa buat posting ulang,1,negative,40
knp Instagram efek jjnya hilanggg,knp instagram efek jjnya hilanggg,1,negative,33
gk bagus susah daftaranya padahal jaringan udah full banget,gk bagus susah daftaranya padahal jaringan udah full banget,1,negative,59
"sumpah skrng ig ngebug trs,buka ig lama malah keluar sendiri gajelas bgt skrng",sumpah skrng ig ngebug trs buka ig lama malah keluar sendiri gajelas bgt skrng,2,negative,78
aku mau reset pasword karena lupa sdh klik minta di kirim link ke email minta link reset ke nomor telpon kok ga ada link reset pasword yg masuk ke email maupun nomor hp ku ya developer instagram?,aku mau reset pasword karena lupa sdh klik minta di kirim link ke email minta link reset ke nomor telpon kok ga ada link reset pasword yg masuk ke email maupun nomor hp ku ya developer instagram,1,negative,194
nambah kan saya followers,nambah kan saya followers,2,negative,25
sering keluar apk dgn sendiri nya,sering keluar apk dgn sendiri nya,2,negative,33
jadikan konten saya viral di aplikasi ini,jadikan konten saya viral di aplikasi ini,5,positive,41
balikin ukuran feed ke yang dulu pls,balikin ukuran feed ke yang dulu pls,1,negative,36
"IGGG RADAA"" IHH,GAA NGAPAA"" IN AKUN KEBANNEDDD,PADAHAL BANYAK KENANGAN NYAA GABISA DIULANG LAGI MANAAA ITU AKUN BERSAMAA KENANGAN YANG BISA DIAMBIL 3 TAHUN SEKALI SEKARANG UDAHH BEDAAA DAERAAAHHH.",iggg radaa ihh gaa ngapaa in akun kebanneddd padahal banyak kenangan nyaa gabisa diulang lagi manaaa itu akun bersamaa kenangan yang bisa diambil tahun sekali sekarang udahh bedaaa daeraaahhh,1,negative,191
"sangat keren dan sangat membantu,thq",sangat keren dan sangat membantu thq,5,positive,36
Aku Pengguna Instagram aktif Semakin meningkat fitur nya keren pokoknya Tabarakallah 🙏,aku pengguna instagram aktif semakin meningkat fitur nya keren pokoknya tabarakallah,5,positive,84
saya tidak suka karena tidak menyetujui mengubah umur,saya tidak suka karena tidak menyetujui mengubah umur,1,negative,53
terimakasih telah mempromosikan usaha saya,terimakasih telah mempromosikan usaha saya,5,positive,42
lumayan lah yah cuman leg bayak baget jirr,lumayan lah yah cuman leg bayak baget jirr,4,positive,42
pokoknya kalian harus donlot Instagram,pokoknya kalian harus donlot instagram,5,positive,38
"di aku tidak ada komentar story nya, udah berkali-kali update tetap aja GK ada juga",di aku tidak ada komentar story nya udah berkali kali update tetap aja gk ada juga,2,negative,82
"bintang 1 aja ya, fitur siaran langsungnya kemana??",bintang aja ya fitur siaran langsungnya kemana,1,negative,46
bagus aplikasi nya,bagus aplikasi nya,5,positive,18
Sangat berguna,sangat berguna,5,positive,14
mantap bener boz,mantap bener boz,5,positive,16
seruuu bangetttt Ig sekarang,seruuu bangetttt ig sekarang,5,positive,28
Instagram menyenangkan sekali dan tidak bosan,instagram menyenangkan sekali dan tidak bosan,5,positive,45
TOLONGG KEMBALIKAN EFEK JJ MIN,tolongg kembalikan efek jj min,1,negative,30
cukup bintang yang mewakili ⭐⭐,cukup bintang yang mewakili,4,positive,27
"bug, di akun pertama tidak pernah dapat fitur baru, seperti di akun ke 2. tolong dev yang niat kerja nya",bug di akun pertama tidak pernah dapat fitur baru seperti di akun ke tolong dev yang niat kerja nya,2,negative,99
"seruu TAPIII, gue gbs foto sekali liat jirrr",seruu tapiii gue gbs foto sekali liat jirrr,4,positive,43
good bagus instagram bisa lihat apa saja ya?,good bagus instagram bisa lihat apa saja ya,5,positive,43
sangat bagusssssss,sangat bagusssssss,5,positive,18
bagus sangat membantu,bagus sangat membantu,5,positive,21
mudah di gunakan,mudah di gunakan,5,positive,16
MAKIN DI UPDATE MALAH MAKIN PARAH!!!!,makin di update malah makin parah,1,negative,33
okelah perfect,okelah perfect,5,positive,14
sulit dapat followers,sulit dapat followers,4,positive,21
Sangat bagus,sangat bagus,5,positive,12
"aplikasinya bagus, tapi sekarang filter yang ada di ig kurang menarik. filter yang dulu banyak yang sudah hilang tak tau kemana",aplikasinya bagus tapi sekarang filter yang ada di ig kurang menarik filter yang dulu banyak yang sudah hilang tak tau kemana,5,positive,125
Bagus...... Tapi tolong di buat pyp dong,bagus tapi tolong di buat pyp dong,5,positive,34
mayal ah pokoknya,mayal ah pokoknya,5,positive,17
apalah ni instagram koyak tak guna tau ish ish ish,apalah ni instagram koyak tak guna tau ish ish ish,1,negative,50
Senang dengan benar jawab dengan benar,senang dengan benar jawab dengan benar,5,positive,38
Instagram bagus sekali dan bisa juga buat Velocity dan buat video ngevlong,instagram bagus sekali dan bisa juga buat velocity dan buat video ngevlong,1,negative,74
cepat respon,cepat respon,4,positive,12
Makasih Mantap,makasih mantap,5,positive,14
bagus banget ogeeh,bagus banget ogeeh,4,positive,18
"Tempat bercerita, mendapat inslirasi dan ilmu bermanfaat",tempat bercerita mendapat inslirasi dan ilmu bermanfaat,5,positive,55
kok gabisa live lagi,kok gabisa live lagi,1,negative,20
KEMBALI KAN UKURAN FEEDS IG 1×1 WOY,kembali kan ukuran feeds ig woy,1,negative,31
"tolong bug nya di perbaiki, apk Ig saya jadi force stop tanpa adanya tujuan yang jelas!",tolong bug nya di perbaiki apk ig saya jadi force stop tanpa adanya tujuan yang jelas,2,negative,85
mantap. semoga berkah,mantap semoga berkah,4,positive,20
INSTAGRAM ADALAH TEMPAT YANG PALING SAYA SUKAI TANPA IKLAN BISA BELI AKUN DAN APA SAJA BISA MEMBUAT ULASAN TERKINI DA LAIN² THANKYOU INSTAGRAM I LOVE YOU😘😘😘MARI BERBAGI KESERUAN,instagram adalah tempat yang paling saya sukai tanpa iklan bisa beli akun dan apa saja bisa membuat ulasan terkini da lain thankyou instagram i love you mari berbagi keseruan,5,positive,174
menakjubkan,menakjubkan,5,positive,11
Jangan banyak zonasi dong biar kita para kreator dan konsumen terkoneksi dengan baik,jangan banyak zonasi dong biar kita para kreator dan konsumen terkoneksi dengan baik,5,positive,84
trimakasih KPD instagram ...,trimakasih kpd instagram,5,positive,24
sangat membantu dan menghibur,sangat membantu dan menghibur,5,positive,29
di update lebih baik❎ sering nge-bug ✅,di update lebih baik sering nge bug,1,negative,35
hasil posting lebih bermanfaat,hasil posting lebih bermanfaat,5,positive,30
"Tidak bisa membuat highlight di ig pertama dan tidak bisa melihat apa saja yg kt post terakhir pokonya tidak ada riwayat unggahanya, tetapi di akun kedua bisa, mengapa harus dibedakan seperti itu???????",tidak bisa membuat highlight di ig pertama dan tidak bisa melihat apa saja yg kt post terakhir pokonya tidak ada riwayat unggahanya tetapi di akun kedua bisa mengapa harus dibedakan seperti itu,1,negative,193
ke seruan mengisi waktu kosong,ke seruan mengisi waktu kosong,5,positive,30
sangat cocok untuk lanang,sangat cocok untuk lanang,5,positive,25
Sangat bagus,sangat bagus,5,positive,12
fitur nya udah bagus cuma filternya kurang menarik menurut aku end fitur buat bikin video itu ilang dan aku udh ciba' tapi ttp ke reels tolong diperbaiki lagi ya tapi gpp ttp aku kasih rating 5,fitur nya udah bagus cuma filternya kurang menarik menurut aku end fitur buat bikin video itu ilang dan aku udh ciba tapi ttp ke reels tolong diperbaiki lagi ya tapi gpp ttp aku kasih rating,5,positive,190
aplikasi mudah buat pertemanan dan berbagi moment foto serta video.,aplikasi mudah buat pertemanan dan berbagi moment foto serta video,5,positive,66
plis. adain. fitur. bisa. ngeliat. siapa. yang. unfoll. sekali lagi PLIS. ADAIN. FITUR. BISA. NGELIAT. SIAPA. YANG. UNFOLL.,plis adain fitur bisa ngeliat siapa yang unfoll sekali lagi plis adain fitur bisa ngeliat siapa yang unfoll,4,positive,107
BAGUS BANGET,bagus banget,5,positive,12
Bagus untuk mu,bagus untuk mu,5,positive,14
cocok buat shoping trifting,cocok buat shoping trifting,5,positive,27
suka duka itu da pasti di alami yang pasti kita semangat aja,suka duka itu da pasti di alami yang pasti kita semangat aja,5,positive,60
"ga jlas, akun slalu ke banned padahal cuman liat reels tau tau ke banned",ga jlas akun slalu ke banned padahal cuman liat reels tau tau ke banned,2,negative,71
lebih mudah untuk berbisnis,lebih mudah untuk berbisnis,5,positive,27
makin hari makin banyak bug,makin hari makin banyak bug,1,negative,27
kenapa ya kok ngga bisa live,kenapa ya kok ngga bisa live,2,negative,28
Bagusss tapi sayang nya tidak bisa atambah akun,bagusss tapi sayang nya tidak bisa atambah akun,4,positive,47
knp ig nya dlm perbaikan,knp ig nya dlm perbaikan,1,negative,24
kenapa fitur live di hapus kenapa ga fitur maps aja di hapus karena fitur maps sangat berbahaya,kenapa fitur live di hapus kenapa ga fitur maps aja di hapus karena fitur maps sangat berbahaya,1,negative,95
aneh tiba tiba akun di banned,aneh tiba tiba akun di banned,1,negative,29
"aneh gak jelas aplikasi nya sekarang. masa satu username akun tidak muncul, berbulan bulan diseluruh akun yang saya login. Klau di blokir hrusnya cuma di satu akun saja. ini semua. saya juga akun brp kali ditangguhkan dinonaktifkan akunnya pdhl tidak ad melanggar kebijakan Instagram. sy login jga, username karena kelogout semua Password sudah benar dibilang salah.",aneh gak jelas aplikasi nya sekarang masa satu username akun tidak muncul berbulan bulan diseluruh akun yang saya login klau di blokir hrusnya cuma di satu akun saja ini semua saya juga akun brp kali ditangguhkan dinonaktifkan akunnya pdhl tidak ad melanggar kebijakan instagram sy login jga username karena kelogout semua password sudah benar dibilang salah,1,negative,358
apk ini makin parah yah gak bisa log in di google chrome malah bisa kocak ini apk,apk ini makin parah yah gak bisa log in di google chrome malah bisa kocak ini apk,1,negative,81
"sengaja saya kasih 1 bintang, karena akun saya harus memakai identitas, dan saya juga sudah memakai kartu keluarga saya, tanggal lahir yang sama persis seperti di akun saya, sedangkan akun saya membuatnya tidak sama persis tanggal lahir saya karena saya membuatnya dulu ngasal, tolong ini gimana cara memulihkannya kembali, saya tidak menggunakan aplikasi selain Instagram karena temen ngobrol sama saudara saya ada di sana, tolong pihak Instagram kembalikan akun saya, tolong di jawab terima kasih!!",sengaja saya kasih bintang karena akun saya harus memakai identitas dan saya juga sudah memakai kartu keluarga saya tanggal lahir yang sama persis seperti di akun saya sedangkan akun saya membuatnya tidak sama persis tanggal lahir saya karena saya membuatnya dulu ngasal tolong ini gimana cara memulihkannya kembali saya tidak menggunakan aplikasi selain instagram karena temen ngobrol sama saudara saya ada di sana tolong pihak instagram kembalikan akun saya tolong di jawab terima kasih,1,negative,488
saya kasih bintang lima untuk aplikasi Instagram ini,saya kasih bintang lima untuk aplikasi instagram ini,5,positive,52
sangat keren banget mudah digunakan.,sangat keren banget mudah digunakan,5,positive,35
tolong aktif in live Instagramnya lagi masa harus 1k followers dulu kan kita yg followersnya sedikit juga penegn,tolong aktif in live instagramnya lagi masa harus k followers dulu kan kita yg followersnya sedikit juga penegn,5,positive,111
Sangat baik,sangat baik,5,positive,11
seru suka banget,seru suka banget,5,positive,16
"Saya Sangat Kecewa Masa Sering Di Update. Sinyal Oke Pakai Wifi Kok Lemot , Ngelag , Muter muter Terus. liat Story Lancar Giliran Buat Buka Reels Atau Video Ngelag , Lemot Nya Minta Ampun Tolong Di Perbaiki Min Sistem nya",saya sangat kecewa masa sering di update sinyal oke pakai wifi kok lemot ngelag muter muter terus liat story lancar giliran buat buka reels atau video ngelag lemot nya minta ampun tolong di perbaiki min sistem nya,2,negative,213
keluaron cara musik lmpg watu jalan ga mati Rohmat,keluaron cara musik lmpg watu jalan ga mati rohmat,5,positive,50
setelah di upgrade jadi lelett bangett,setelah di upgrade jadi lelett bangett,1,negative,38
bagus aplikasi nya the best lah pokoknya,bagus aplikasi nya the best lah pokoknya,5,positive,40
puas banget 🤩🤩🤩,puas banget,5,positive,11
buat dong fitur biar lebih mudah memeriksa orang-orangnyang tidak melakukan follow back,buat dong fitur biar lebih mudah memeriksa orang orangnyang tidak melakukan follow back,1,negative,87
kenapa Instagram saya tidak ada fitur musik di profil Instagram,kenapa instagram saya tidak ada fitur musik di profil instagram,2,negative,63
banyak fitur keren,banyak fitur keren,5,positive,18
sangat membantu menemukan banyak teman,sangat membantu menemukan banyak teman,5,positive,38
bagus sekali,bagus sekali,5,positive,12
bagus banget ist gram ini saya suka aku beri bintang lima karena sesuai di gambar menarik banget saya sangat suka selamat yang membuat instagram ini,bagus banget ist gram ini saya suka aku beri bintang lima karena sesuai di gambar menarik banget saya sangat suka selamat yang membuat instagram ini,5,positive,148
sangat di jamin bagus sekali,sangat di jamin bagus sekali,5,positive,28
lolok mau login lupa sandi aja di persilit,lolok mau login lupa sandi aja di persilit,1,negative,42
ig bosok menangguhkan apa celek ngapa² ora,ig bosok menangguhkan apa celek ngapa ora,1,negative,41
"sering banget kena bann ga jelas.. bahkan fb juga ikut2an.. gara2 tertaut akunnya. yg salah ig, fb malah ikut2an.",sering banget kena bann ga jelas bahkan fb juga ikut an gara tertaut akunnya yg salah ig fb malah ikut an,1,negative,105
lebih seru dan lebih nyaman,lebih seru dan lebih nyaman,4,positive,27
ok untuk semuaaa orang,ok untuk semuaaa orang,5,positive,22
sangat berguna bagi manusia,sangat berguna bagi manusia,5,positive,27
email saya ke hack jd gabisa login 😭😭😭😭😭😭😭😭,email saya ke hack jd gabisa login,4,positive,34
ya sangat penting,ya sangat penting,5,positive,17
Aplikasi ini sangat bagus,aplikasi ini sangat bagus,5,positive,25
"Instagram jahat ya , saya sengaja gak hapus chat dari orang yang pernah saya suka , tapi sekarang apa chat dari dia sudah tidakada karna akun dia sudah di nonaktifkan JAHAT BANGET INSTAGRAM GAK IKLAS SIH KALAU KAYA GINI 😭😭😭😭",instagram jahat ya saya sengaja gak hapus chat dari orang yang pernah saya suka tapi sekarang apa chat dari dia sudah tidakada karna akun dia sudah di nonaktifkan jahat banget instagram gak iklas sih kalau kaya gini,1,negative,215
apk gak bisa di buka,apk gak bisa di buka,1,negative,20
"Keluhan Pengguna Masalah yang Dihadapi: - Saat membuka sebuah postingan, tampilan otomatis berubah menjadi Reel. - Ketika melakukan scroll ke bawah, yang muncul justru deretan Reel video, bukan postingan berupa foto seperti yang diharapkan. Dampak: - Mengganggu pengalaman pengguna yang ingin melihat konten foto. - Membatasi pilihan karena sistem lebih menonjolkan Reel dibandingkan postingan biasa. Harapan: - Tampilan postingan tetap konsisten sesuai format aslinya (foto atau gamb",keluhan pengguna masalah yang dihadapi saat membuka sebuah postingan tampilan otomatis berubah menjadi reel ketika melakukan scroll ke bawah yang muncul justru deretan reel video bukan postingan berupa foto seperti yang diharapkan dampak mengganggu pengalaman pengguna yang ingin melihat konten foto membatasi pilihan karena sistem lebih menonjolkan reel dibandingkan postingan biasa harapan tampilan postingan tetap konsisten sesuai format aslinya foto atau gamb,2,negative,463
Aku suka mantap,aku suka mantap,5,positive,15
banyak anak kecil dibawah usia 13 tahun bermain Instagram dan upload foto atau video dewasa dan terlalu banyak konten dewasa lainnya di rells dan postingan Instagram,banyak anak kecil dibawah usia tahun bermain instagram dan upload foto atau video dewasa dan terlalu banyak konten dewasa lainnya di rells dan postingan instagram,2,negative,162
bintang 5 lah orang seru aplikasi nya,bintang lah orang seru aplikasi nya,5,positive,35
"Tindakan nya pilih kasih, netizen lain yang komennya di luar Nurul di biarin, giliran kita langsung di tindak!?",tindakan nya pilih kasih netizen lain yang komennya di luar nurul di biarin giliran kita langsung di tindak,1,negative,107
smoga sj fitur dm saya ad temanya,smoga sj fitur dm saya ad temanya,5,positive,33
"instagram apk terbaik,,tapi saya punya saran ,,kalau bisa kaya pertama dulu dongg kelihatas orang yang ""mengikuti anda "" nya,,biar enak gak harus kita sndiri yg lihat apakah dia follow aku atau tidaknya",instagram apk terbaik tapi saya punya saran kalau bisa kaya pertama dulu dongg kelihatas orang yang mengikuti anda nya biar enak gak harus kita sndiri yg lihat apakah dia follow aku atau tidaknya,5,positive,195
Aplikasi medsos yg mendunia bisa membuat orang terkenal dan kaya,aplikasi medsos yg mendunia bisa membuat orang terkenal dan kaya,2,negative,64
Bagus sekali,bagus sekali,5,positive,12
So far so good... Meskipun follower naik turun tapi yah di nikmati saja bermain Instagram.. Karena hampir semua yang fotonya pamer tubuh lah yang follower nya banyak...,so far so good meskipun follower naik turun tapi yah di nikmati saja bermain instagram karena hampir semua yang fotonya pamer tubuh lah yang follower nya banyak,5,positive,160
somaga aplikasi ini bisa mebawa keberkahan #AAMIIN,somaga aplikasi ini bisa mebawa keberkahan aamiin,5,positive,49
draft suka tbtb hilang semua sebelum 7 hari,draft suka tbtb hilang semua sebelum hari,1,negative,41
sya sangat suka bergabung dengan Instragram,sya sangat suka bergabung dengan instragram,5,positive,43
banyak masalaj,banyak masalaj,1,negative,14
INI BAGUS BANGET BIARIN AJA NGEJEK ITU IBU IBU FACEBOOK NI APLIKASI BAGUSSS NYOOOSUKA BANGET SAMA IG LOVE LOVE BUAT IG❤❤,ini bagus banget biarin aja ngejek itu ibu ibu facebook ni aplikasi bagusss nyooosuka banget sama ig love love buat ig,5,positive,118
thank you for helping us promoted our product and services,thank you for helping us promoted our product and services,5,positive,58
"my input, hopefully there is a feature to hide profile photos from certain people like in whatsapp. of course it is useful for many people. thank you 🙏🏼",my input hopefully there is a feature to hide profile photos from certain people like in whatsapp of course it is useful for many people thank you,5,positive,146
"ga bisa di buka, logo doang yg muncul",ga bisa di buka logo doang yg muncul,1,negative,36
di coba baru pemula,di coba baru pemula,4,positive,19
eror mulu sibal,eror mulu sibal,2,negative,15
bagus bgtttt tapi sayang efek nya kurang banyak punyaku kenapa yaa?????,bagus bgtttt tapi sayang efek nya kurang banyak punyaku kenapa yaa,5,positive,66
mark pintar saya kasih bintang 1,mark pintar saya kasih bintang,1,negative,30
kak mohon bales secepatnya ya..Ig aku kok story ig nya udah gada fitur sorotannya kenapa ya..?,kak mohon bales secepatnya ya ig aku kok story ig nya udah gada fitur sorotannya kenapa ya,4,positive,90
